datetime_of_operation,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-07T20:33:15.779265,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1451.JPG,IMG_1451.JPG,Nominal,0.505,0.495,Image IMG_1451.JPG: A pan surface with no simulated cracks,Image IMG_1574.JPG: A pan surface with a simulated crack
2024-11-07T20:33:16.032344,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1452.JPG,IMG_1452.JPG,Nominal,0.505,0.495,Image IMG_1451.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:16.305906,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1453.JPG,IMG_1453.JPG,Nominal,0.503,0.497,Image IMG_1456.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:16.568350,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1454.JPG,IMG_1454.JPG,Nominal,0.502,0.498,Image IMG_1456.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:16.820008,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1455.JPG,IMG_1455.JPG,Nominal,0.503,0.497,Image IMG_1456.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:17.081615,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1456.JPG,IMG_1456.JPG,Nominal,0.505,0.495,Image IMG_1456.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:17.396064,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1459.JPG,IMG_1459.JPG,Nominal,0.502,0.498,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:17.651572,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1460.JPG,IMG_1460.JPG,Nominal,0.503,0.497,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:17.905217,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1461.JPG,IMG_1461.JPG,Nominal,0.503,0.497,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:18.150684,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1462.JPG,IMG_1462.JPG,Nominal,0.503,0.497,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:18.374231,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1463.JPG,IMG_1463.JPG,Nominal,0.504,0.496,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:18.613826,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1464.JPG,IMG_1464.JPG,Nominal,0.502,0.498,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:18.840356,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1465.JPG,IMG_1465.JPG,Nominal,0.503,0.497,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:19.096928,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1466.JPG,IMG_1466.JPG,Nominal,0.505,0.495,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:19.363475,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1467.JPG,IMG_1467.JPG,Nominal,0.505,0.495,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:19.636737,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1468.JPG,IMG_1468.JPG,Nominal,0.505,0.495,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:19.888919,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1469.JPG,IMG_1469.JPG,Nominal,0.505,0.495,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:20.133011,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1470.JPG,IMG_1470.JPG,Nominal,0.504,0.496,Image 11.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:20.357523,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1473.JPG,IMG_1473.JPG,Nominal,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:20.594107,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/nominal/IMG_1474.JPG,IMG_1474.JPG,Nominal,0.502,0.498,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:20.811228,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1514.JPG,IMG_1514.JPG,Nominal,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:21.058067,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1515.JPG,IMG_1515.JPG,Defective,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:21.319163,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1516.JPG,IMG_1516.JPG,Defective,0.498,0.502,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:21.595537,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1518.JPG,IMG_1518.JPG,Nominal,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:21.858750,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1519.JPG,IMG_1519.JPG,Nominal,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:22.139408,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1520.JPG,IMG_1520.JPG,Nominal,0.501,0.499,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:22.401347,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1530.JPG,IMG_1530.JPG,Defective,0.5,0.5,Image 11.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:22.678352,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1531.JPG,IMG_1531.JPG,Defective,0.5,0.5,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1574.JPG: A pan surface with a simulated crack
2024-11-07T20:33:22.931956,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1533.JPG,IMG_1533.JPG,Nominal,0.5,0.5,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:23.198759,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1534.JPG,IMG_1534.JPG,Nominal,0.5,0.5,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1574.JPG: A pan surface with a simulated crack
2024-11-07T20:33:23.461703,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1535.JPG,IMG_1535.JPG,Defective,0.5,0.5,Image IMG_1451.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:23.734566,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1536.JPG,IMG_1536.JPG,Nominal,0.501,0.499,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:24.006655,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1537.JPG,IMG_1537.JPG,Nominal,0.5,0.5,Image 11.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:24.385411,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1563.JPG,IMG_1563.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:24.748672,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1564.JPG,IMG_1564.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:25.121759,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1565.JPG,IMG_1565.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:25.511663,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1567.JPG,IMG_1567.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:25.927074,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1568.JPG,IMG_1568.JPG,Defective,0.499,0.501,Image IMG_1441.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:26.339500,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1569.JPG,IMG_1569.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:26.735876,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1570.JPG,IMG_1570.JPG,Nominal,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:27.147139,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1571.JPG,IMG_1571.JPG,Defective,0.495,0.505,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1573.JPG: A pan surface with a simulated crack
2024-11-07T20:33:27.555825,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1572.JPG,IMG_1572.JPG,Defective,0.493,0.507,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1572.JPG: A pan surface with a simulated crack
2024-11-07T20:33:27.969170,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1573.JPG,IMG_1573.JPG,Defective,0.494,0.506,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1573.JPG: A pan surface with a simulated crack
2024-11-07T20:33:28.369365,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1574.JPG,IMG_1574.JPG,Defective,0.495,0.505,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1574.JPG: A pan surface with a simulated crack
2024-11-07T20:33:28.785227,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1575.JPG,IMG_1575.JPG,Defective,0.494,0.506,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1575.JPG: A pan surface with a simulated crack
2024-11-07T20:33:29.171987,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1576.JPG,IMG_1576.JPG,Defective,0.495,0.505,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1576.JPG: A pan surface with a simulated crack
2024-11-07T20:33:29.436853,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1578.JPG,IMG_1578.JPG,Defective,0.495,0.505,Image IMG_1456.JPG: A pan surface with no simulated cracks,Image IMG_1578.JPG: A pan surface with a simulated crack
2024-11-07T20:33:29.698214,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1580.JPG,IMG_1580.JPG,Defective,0.494,0.506,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1581.JPG: A pan surface with a simulated crack
2024-11-07T20:33:29.955559,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1581.JPG,IMG_1581.JPG,Defective,0.491,0.509,Image IMG_1446.JPG: A pan surface with no simulated cracks,Image IMG_1581.JPG: A pan surface with a simulated crack
2024-11-07T20:33:30.238252,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1582.JPG,IMG_1582.JPG,Defective,0.493,0.507,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1582.JPG: A pan surface with a simulated crack
2024-11-07T20:33:30.501352,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1583.JPG,IMG_1583.JPG,Defective,0.493,0.507,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1581.JPG: A pan surface with a simulated crack
2024-11-07T20:33:30.756654,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1585.JPG,IMG_1585.JPG,Defective,0.491,0.509,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1585.JPG: A pan surface with a simulated crack
2024-11-07T20:33:31.011953,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1586.JPG,IMG_1586.JPG,Defective,0.492,0.508,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1585.JPG: A pan surface with a simulated crack
2024-11-07T20:33:31.292249,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1614.JPG,IMG_1614.JPG,Nominal,0.5,0.5,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:31.555682,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1647.JPG,IMG_1647.JPG,Defective,0.498,0.502,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:31.808977,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1648.JPG,IMG_1648.JPG,Defective,0.498,0.502,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:32.066405,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1649.JPG,IMG_1649.JPG,Defective,0.498,0.502,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:32.348173,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1650.JPG,IMG_1650.JPG,Defective,0.498,0.502,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:32.603600,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1651.JPG,IMG_1651.JPG,Defective,0.498,0.502,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:32.858931,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1652.JPG,IMG_1652.JPG,Defective,0.498,0.502,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:33.119358,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1653.JPG,IMG_1653.JPG,Defective,0.498,0.502,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:33.380686,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1654.JPG,IMG_1654.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:33.603699,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1655.JPG,IMG_1655.JPG,Defective,0.499,0.501,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:33.821754,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1745.JPG,IMG_1745.JPG,Defective,0.498,0.502,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:34.037724,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1747.JPG,IMG_1747.JPG,Defective,0.497,0.503,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:34.294971,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1748.JPG,IMG_1748.JPG,Defective,0.497,0.503,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:34.542428,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1749.JPG,IMG_1749.JPG,Defective,0.499,0.501,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-07T20:33:34.791504,https://raw.githubusercontent.com/fmegahed/qe_genai/main/data/pan_images/test/defective/IMG_1750.JPG,IMG_1750.JPG,Defective,0.499,0.501,Image IMG_1463.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
